classificacao_id,busca_id,termo,modelo_ia,doc_id,ano,edicao,pagina,classificacao,tipo_ato,justificativa,com_contexto,paginas_contexto,tokens_input,tokens_output,created_at,resposta_crua
51,1,Formação profissional,gpt-5.4-mini,51,1990,10099,46,relevante,Outro - Ata de criacao de escola,"A página-alvo contém a ATA DE CRIAÇÃO do Colégio Integral, com oferta de cursos profissionalizantes via supletivos, portanto trata diretamente de educação profissional.",True,"45,46",5784,66,2026-06-16T05:08:25.161616+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Ata de criacao de escola"",""justificativa"":""A página-alvo contém a ATA DE CRIAÇÃO do Colégio Integral, com oferta de cursos profissionalizantes via supletivos, portanto trata diretamente de educação profissional.""}"
52,1,Formação profissional,gpt-5.4-mini,52,1990,10024,35,relevante,Outro - Aviso de licitação,"O texto da página-alvo trata de licitação para aquisição de mobiliário e equipamentos destinados ao Centro de Formação Profissional do SENAC, instituição de educação profissional.",False,35,1976,64,2026-06-16T05:08:57.592442+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Aviso de licitação"",""justificativa"":""O texto da página-alvo trata de licitação para aquisição de mobiliário e equipamentos destinados ao Centro de Formação Profissional do SENAC, instituição de educação profissional.""}"
53,1,Formação profissional,gpt-5.4-mini,53,1990,10024,34,relevante,Resolucao,"A página contém resolução do Colegiado de Curso de Pedagogia da UFMT sobre cancelamento de matrículas por integralização curricular, além de aviso de licitação do SENAC para mobiliário do Centro de Formação Profissional.",False,34,3048,73,2026-06-16T05:09:31.173656+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Resolucao"",""justificativa"":""A página contém resolução do Colegiado de Curso de Pedagogia da UFMT sobre cancelamento de matrículas por integralização curricular, além de aviso de licitação do SENAC para mobiliário do Centro de Formação Profissional.""}"
54,1,Formação profissional,gpt-5.4-mini,54,1991,10342,2,irrelevante,Outro - Codigo,"A pagina trata do Estatuto/Codigo da Criança e do Adolescente, com menções gerais a profissionalização e aprendizagem, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional/técnica.",True,"2,3,4",6696,71,2026-06-16T05:09:40.069708+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Codigo"",""justificativa"":""A pagina trata do Estatuto/Codigo da Criança e do Adolescente, com menções gerais a profissionalização e aprendizagem, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional/técnica.""}"
55,1,Formação profissional,gpt-5.4-mini,55,1991,10332,25,irrelevante,Outro - Ata societaria,"A pagina-alvo contém ata de assembleia/conselho de administração de empresa privada, sem tratar de curso, instituição ou regulamentação de educação profissional/técnica.",True,"24,25",5685,69,2026-06-16T05:10:11.505138+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Ata societaria"",""justificativa"":""A pagina-alvo contém ata de assembleia/conselho de administração de empresa privada, sem tratar de curso, instituição ou regulamentação de educação profissional/técnica.""}"
56,1,Formação profissional,gpt-5.4-mini,56,1991,10270,23,relevante,Resolucao,"A página contém resolução do Conselho Estadual de Educação autorizando o funcionamento do curso Auxiliar de Enfermagem, nível de 2º grau, ministrado pelo SENAC em Rondonópolis.",False,23,4472,65,2026-06-16T05:10:27.828129+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Resolucao"",""justificativa"":""A página contém resolução do Conselho Estadual de Educação autorizando o funcionamento do curso Auxiliar de Enfermagem, nível de 2º grau, ministrado pelo SENAC em Rondonópolis.""}"
57,1,Formação profissional,gpt-5.4-mini,57,1991,10240,8,irrelevante,Lei,"O texto trata de organização de cargos, carreiras e vencimentos do Ministério Público, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional/técnica.",False,8,3231,60,2026-06-16T05:12:36.305683+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Lei"",""justificativa"":""O texto trata de organização de cargos, carreiras e vencimentos do Ministério Público, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional/técnica.""}"
58,1,Formação profissional,gpt-5.4-mini,58,1992,10582,7,irrelevante,Outro - Extrato de convênios/assistência social,"O texto trata de convênios da PROSOL com prefeituras para atendimento de jovens e adolescentes em cursos profissionalizantes, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional.",False,7,4900,76,2026-06-16T05:13:37.656410+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Extrato de convênios/assistência social"",""justificativa"":""O texto trata de convênios da PROSOL com prefeituras para atendimento de jovens e adolescentes em cursos profissionalizantes, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional.""}"
59,1,Formação profissional,gpt-5.4-mini,59,1992,10576,9,irrelevante,Outro - Resolucao sobre credenciamento docente/ensino superior,"A pagina trata de normas gerais para docentes, transferencias e funcionamento de instituicoes de ensino superior, sem criar, autorizar ou regulamentar curso tecnico/profissional ou CST.",True,"7,8,9",7229,72,2026-06-16T05:14:37.901372+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Resolucao sobre credenciamento docente/ensino superior"",""justificativa"":""A pagina trata de normas gerais para docentes, transferencias e funcionamento de instituicoes de ensino superior, sem criar, autorizar ou regulamentar curso tecnico/profissional ou CST.""}"
60,1,Formação profissional,gpt-5.4-mini,60,1992,10569,6,irrelevante,Outro - Extrato de contrato de curso para formação policial,"O texto trata de curso de formação técnica profissional para escrivão de polícia e agente policial, ligado à formação para cargo público, fora do escopo de educação profissional/tecnológica.",False,6,3777,73,2026-06-16T05:15:35.249169+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Extrato de contrato de curso para formação policial"",""justificativa"":""O texto trata de curso de formação técnica profissional para escrivão de polícia e agente policial, ligado à formação para cargo público, fora do escopo de educação profissional/tecnológica.""}"
61,1,Formação profissional,gpt-5.4-mini,61,1992,10513,15,irrelevante,Outro - Ata/aviso de licitacao,"O trecho principal trata de ata de criacao de escola pre-escolar, estatuto de APAE e aviso de licitacao do SENAC; nao ha ato sobre curso tecnico/profissionalizante ou educacao profissional no texto da pagina-alvo.",False,15,3392,91,2026-06-16T05:16:01.995825+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Ata/aviso de licitacao"",""justificativa"":""O trecho principal trata de ata de criacao de escola pre-escolar, estatuto de APAE e aviso de licitacao do SENAC; nao ha ato sobre curso tecnico/profissionalizante ou educacao profissional no texto da pagina-alvo.""}"
62,1,Formação profissional,gpt-5.4-mini,62,1992,10505,13,irrelevante,Outro - Licitacao,"A pagina-alvo traz principalmente avisos de licitação, atos societários e uma ata de fundação de escola de educação infantil/1º grau, sem tratar de educação profissional, ensino técnico ou curso tecnológico.",False,13,5653,72,2026-06-16T05:16:39.086351+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Licitacao"",""justificativa"":""A pagina-alvo traz principalmente avisos de licitação, atos societários e uma ata de fundação de escola de educação infantil/1º grau, sem tratar de educação profissional, ensino técnico ou curso tecnológico.""}"
63,1,Formação profissional,gpt-5.4-mini,63,1992,10411,4,irrelevante,Outro - Edital de concurso,"Trata de concurso público para cargos policiais e do curso de formação técnico-profissional interno da Academia de Polícia Civil, não de criação/autorização/regulamentação de educação profissional ou ensino técnico.",False,4,4373,70,2026-06-16T05:16:59.716818+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Edital de concurso"",""justificativa"":""Trata de concurso público para cargos policiais e do curso de formação técnico-profissional interno da Academia de Polícia Civil, não de criação/autorização/regulamentação de educação profissional ou ensino técnico.""}"
64,1,Formação profissional,gpt-5.4-mini,64,1992,10409,10,irrelevante,Outro - Edital de concurso,"A página trata de concurso público para cargos da Polícia Civil e de curso de formação técnico-profissional interno da corporação, não de educação profissional/tecnológica no escopo da pesquisa.",True,"9,10",5295,74,2026-06-16T05:17:18.235831+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Edital de concurso"",""justificativa"":""A página trata de concurso público para cargos da Polícia Civil e de curso de formação técnico-profissional interno da corporação, não de educação profissional/tecnológica no escopo da pesquisa.""}"
65,1,Formação profissional,gpt-5.4-mini,65,1992,10409,7,super_relevante,Resolucao,"A resolução declara a validade de estudos do curso Técnico em Higiene Dental, em nível médio, realizado por centro de formação profissional, tratando diretamente de educação profissional técnica.",True,"6,7",5592,60,2026-06-16T05:17:36.281435+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Resolucao"",""justificativa"":""A resolução declara a validade de estudos do curso Técnico em Higiene Dental, em nível médio, realizado por centro de formação profissional, tratando diretamente de educação profissional técnica.""}"
66,1,Formação profissional,gpt-5.4-mini,66,1992,10356,23,irrelevante,Outro - Tribunal de Contas/portarias administrativas,"A página-alvo trata de atos administrativos do Tribunal de Contas, sem criação, autorização, reconhecimento ou regulamentação de curso/instituição de educação profissional; a menção a 'formação profissional' aparece apenas em ata de associação, de forma contextual e não normativa.",False,23,4269,89,2026-06-16T05:17:50.229347+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Tribunal de Contas/portarias administrativas"",""justificativa"":""A página-alvo trata de atos administrativos do Tribunal de Contas, sem criação, autorização, reconhecimento ou regulamentação de curso/instituição de educação profissional; a menção a 'formação profissional' aparece apenas em ata de associação, de forma contextual e não normativa.""}"
67,1,Formação profissional,gpt-5.4-mini,67,1993,10832,1,irrelevante,Lei,"O texto trata de carreira e cargos da FEMA, com exigência de formação profissional para provimento, mas não cria, autoriza, reconhece ou regulamenta curso técnico/profissionalizante ou instituição de التعليم profissional.",False,1,3857,69,2026-06-16T05:17:59.868710+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Lei"",""justificativa"":""O texto trata de carreira e cargos da FEMA, com exigência de formação profissional para provimento, mas não cria, autoriza, reconhece ou regulamenta curso técnico/profissionalizante ou instituição de التعليم profissional.""}"
68,1,Formação profissional,gpt-5.4-mini,68,1994,11048,7,irrelevante,Outro - Vigilancia sanitaria,"O texto trata de inspeção e cadastro de profissionais de vigilância sanitária, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou técnica.",False,7,3547,69,2026-06-16T05:18:25.977760+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Vigilancia sanitaria"",""justificativa"":""O texto trata de inspeção e cadastro de profissionais de vigilância sanitária, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou técnica.""}"
69,1,Formação profissional,gpt-5.4-mini,69,1994,10990,9,super_relevante,Resolucao,"O texto da pagina-alvo autoriza o funcionamento de curso técnico em Contabilidade e de cursos técnicos/especializados em nível médio, tratando diretamente de educação profissional e tecnológica.",False,9,4223,68,2026-06-16T05:19:02.291300+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Resolucao"",""justificativa"":""O texto da pagina-alvo autoriza o funcionamento de curso técnico em Contabilidade e de cursos técnicos/especializados em nível médio, tratando diretamente de educação profissional e tecnológica.""}"
